Configuration 3:  

1 - 2 	 T:  0.8400000000000001
16 - 30 	 T:  0.8785714285714284
16 - 31 	 T:  0.8783333333333333
16 - 32 	 T:  0.8784374999999999
16 - 33 	 T:  0.8782352941176469
16 - 34 	 T:  0.8783333333333334
16 - 35 	 T:  0.8778947368421053
16 - 36 	 T:  0.8782499999999999
16 - 37 	 T:  0.8785714285714287
16 - 38 	 T:  0.8781818181818182
16 - 39 	 T:  0.8782608695652175
16 - 40 	 T:  0.8783333333333333
16 - 41 	 T:  0.8784000000000001
16 - 42 	 T:  0.8782692307692308
16 - 43 	 T:  0.8796296296296297
16 - 44 	 T:  0.8783928571428571
16 - 45 	 T:  0.8779310344827587
16 - 46 	 T:  0.8781666666666667
16 - 47 	 T:  0.8764516129032258
16 - 48 	 T:  0.87796875
16 - 49 	 T:  0.8781818181818183
16 - 50 	 T:  0.8780882352941177
16 - 51 	 T:  0.8771428571428572
16 - 52 	 T:  0.8787499999999999
16 - 53 	 T:  0.8782432432432433
16 - 54 	 T:  0.8782894736842105
16 - 55 	 T:  0.8774358974358974
16 - 56 	 T:  0.8782500000000001
16 - 57 	 T:  0.8780487804878049
16 - 58 	 T:  0.8782142857142856
16 - 59 	 T:  0.8769767441860465
16 - 60 	 T:  0.8773863636363637
16 - 61 	 T:  0.8784444444444445
16 - 62 	 T:  0.8781521739130436
16 - 63 	 T:  0.8771276595744681
16 - 64 	 T:  0.8780208333333334
16 - 65 	 T:  0.8772448979591837
16 - 66 	 T:  0.8781
16 - 67 	 T:  0.8775490196078432
16 - 68 	 T:  0.8777884615384616
16 - 69 	 T:  0.8780188679245283
16 - 70 	 T:  0.8780555555555556
16 - 71 	 T:  0.8764545454545454
16 - 72 	 T:  0.8778571428571429
16 - 73 	 T:  0.8780701754385966
16 - 74 	 T:  0.8764655172413794
16 - 75 	 T:  0.8765254237288136
16 - 76 	 T:  0.8780000000000001
16 - 77 	 T:  0.8777868852459016
16 - 78 	 T:  0.8769354838709679
16 - 79 	 T:  0.876904761904762
16 - 80 	 T:  0.87796875
16 - 81 	 T:  0.8780000000000001
16 - 82 	 T:  0.8779545454545455
16 - 83 	 T:  0.8779104477611941
16 - 84 	 T:  0.8780147058823529
16 - 85 	 T:  0.8778985507246377
16 - 86 	 T:  0.8777142857142857
16 - 87 	 T:  0.8779577464788734
16 - 88 	 T:  0.8778472222222222
16 - 89 	 T:  0.8778767123287672
16 - 90 	 T:  0.8777702702702702
16 - 91 	 T:  0.8779333333333333
16 - 92 	 T:  0.8778947368421053
16 - 93 	 T:  0.8778571428571429
16 - 94 	 T:  0.8777564102564103
16 - 95 	 T:  0.8777215189873419
16 - 96 	 T:  0.8780625000000001
16 - 97 	 T:  0.8773456790123456
16 - 98 	 T:  0.8778048780487805
16 - 99 	 T:  0.8777710843373494
16 - 100 	 T:  0.8777380952380953
16 - 101 	 T:  0.8777058823529412
16 - 102 	 T:  0.8777325581395349
16 - 103 	 T:  0.8777586206896552
16 - 104 	 T:  0.8775568181818181
16 - 105 	 T:  0.8775842696629214
16 - 106 	 T:  0.8777777777777778
16 - 107 	 T:  0.8776923076923078
16 - 108 	 T:  0.8777717391304347
16 - 109 	 T:  0.8777419354838709
16 - 110 	 T:  0.8777659574468085
16 - 111 	 T:  0.8775263157894736
16 - 112 	 T:  0.8776041666666666
16 - 113 	 T:  0.877680412371134
16 - 114 	 T:  0.8778061224489796
17 - 18 	 T:  0.8800000000000008
17 - 19 	 T:  0.8825000000000003
17 - 20 	 T:  0.8800000000000002
17 - 21 	 T:  0.8799999999999999
17 - 22 	 T:  0.8780000000000001
17 - 23 	 T:  0.8800000000000002
17 - 24 	 T:  0.8792857142857144
17 - 25 	 T:  0.8799999999999999
17 - 26 	 T:  0.8794444444444444
17 - 27 	 T:  0.8789999999999999
17 - 28 	 T:  0.8790909090909093
17 - 29 	 T:  0.8783333333333333
17 - 30 	 T:  0.8792307692307693
17 - 31 	 T:  0.8789285714285714
17 - 32 	 T:  0.8789999999999999
17 - 33 	 T:  0.8787499999999999
17 - 34 	 T:  0.8788235294117648
17 - 35 	 T:  0.8783333333333333
17 - 36 	 T:  0.8786842105263158
17 - 37 	 T:  0.8790000000000001
17 - 38 	 T:  0.8785714285714286
17 - 39 	 T:  0.8786363636363638
17 - 40 	 T:  0.8786956521739129
17 - 41 	 T:  0.87875
17 - 42 	 T:  0.8786
17 - 43 	 T:  0.88
17 - 44 	 T:  0.8787037037037037
17 - 45 	 T:  0.8782142857142857
17 - 46 	 T:  0.8784482758620689
17 - 47 	 T:  0.8766666666666667
17 - 48 	 T:  0.8782258064516129
17 - 49 	 T:  0.8784375000000001
17 - 50 	 T:  0.8783333333333334
17 - 51 	 T:  0.8773529411764707
17 - 52 	 T:  0.8789999999999999
17 - 53 	 T:  0.8784722222222223
17 - 54 	 T:  0.8785135135135134
17 - 55 	 T:  0.8776315789473683
17 - 56 	 T:  0.8784615384615386
17 - 57 	 T:  0.8782499999999999
17 - 58 	 T:  0.8784146341463415
17 - 59 	 T:  0.8771428571428572
17 - 60 	 T:  0.8775581395348837
17 - 61 	 T:  0.8786363636363635
17 - 62 	 T:  0.8783333333333334
17 - 63 	 T:  0.8772826086956522
17 - 64 	 T:  0.8781914893617022
17 - 65 	 T:  0.8773958333333333
17 - 66 	 T:  0.8782653061224489
17 - 67 	 T:  0.8777000000000001
17 - 68 	 T:  0.8779411764705883
17 - 69 	 T:  0.878173076923077
17 - 70 	 T:  0.8782075471698113
17 - 71 	 T:  0.876574074074074
17 - 72 	 T:  0.8780000000000001
17 - 73 	 T:  0.8782142857142858
17 - 74 	 T:  0.8765789473684211
17 - 75 	 T:  0.8766379310344827
17 - 76 	 T:  0.8781355932203391
17 - 77 	 T:  0.8779166666666666
17 - 78 	 T:  0.8770491803278688
17 - 79 	 T:  0.8770161290322581
17 - 80 	 T:  0.878095238095238
17 - 81 	 T:  0.878125
17 - 82 	 T:  0.8780769230769231
17 - 83 	 T:  0.878030303030303
17 - 84 	 T:  0.8781343283582088
17 - 85 	 T:  0.8780147058823529
17 - 86 	 T:  0.8778260869565216
17 - 87 	 T:  0.8780714285714286
17 - 88 	 T:  0.8779577464788731
17 - 89 	 T:  0.8779861111111111
17 - 90 	 T:  0.8778767123287671
17 - 91 	 T:  0.8780405405405405
17 - 92 	 T:  0.8779999999999999
17 - 93 	 T:  0.8779605263157894
17 - 94 	 T:  0.8778571428571429
17 - 95 	 T:  0.8778205128205128
17 - 96 	 T:  0.8781645569620253
17 - 97 	 T:  0.8774374999999999
17 - 98 	 T:  0.8779012345679013
17 - 99 	 T:  0.8778658536585365
17 - 100 	 T:  0.8778313253012048
17 - 101 	 T:  0.877797619047619
17 - 102 	 T:  0.8778235294117647
17 - 103 	 T:  0.8778488372093022
17 - 104 	 T:  0.8776436781609194
17 - 105 	 T:  0.8776704545454546
17 - 106 	 T:  0.8778651685393258
17 - 107 	 T:  0.8777777777777778
17 - 108 	 T:  0.8778571428571428
17 - 109 	 T:  0.8778260869565216
17 - 110 	 T:  0.8778494623655914
17 - 111 	 T:  0.8776063829787233
17 - 112 	 T:  0.8776842105263157
17 - 113 	 T:  0.8777604166666667
17 - 114 	 T:  0.8778865979381444
18 - 19 	 T:  0.8849999999999998
18 - 20 	 T:  0.8799999999999999
18 - 21 	 T:  0.8799999999999996
18 - 22 	 T:  0.8775
18 - 23 	 T:  0.8800000000000001
18 - 24 	 T:  0.8791666666666668
18 - 25 	 T:  0.8799999999999998
18 - 26 	 T:  0.8793749999999998
18 - 27 	 T:  0.8788888888888887
18 - 28 	 T:  0.8790000000000001
18 - 29 	 T:  0.8781818181818181
18 - 30 	 T:  0.8791666666666665
18 - 31 	 T:  0.8788461538461537
18 - 32 	 T:  0.8789285714285713
18 - 33 	 T:  0.8786666666666665
18 - 34 	 T:  0.87875
18 - 35 	 T:  0.8782352941176469
18 - 36 	 T:  0.8786111111111111
18 - 37 	 T:  0.8789473684210528
18 - 38 	 T:  0.8785000000000001
18 - 39 	 T:  0.8785714285714287
18 - 40 	 T:  0.8786363636363635
18 - 41 	 T:  0.8786956521739131
18 - 42 	 T:  0.8785416666666667
18 - 43 	 T:  0.88
18 - 44 	 T:  0.8786538461538461
18 - 45 	 T:  0.8781481481481482
18 - 46 	 T:  0.8783928571428571
18 - 47 	 T:  0.8765517241379311
18 - 48 	 T:  0.8781666666666667
18 - 49 	 T:  0.8783870967741937
18 - 50 	 T:  0.8782812500000001
18 - 51 	 T:  0.8772727272727273
18 - 52 	 T:  0.8789705882352941
18 - 53 	 T:  0.8784285714285716
18 - 54 	 T:  0.8784722222222222
18 - 55 	 T:  0.8775675675675675
18 - 56 	 T:  0.878421052631579
18 - 57 	 T:  0.8782051282051282
18 - 58 	 T:  0.8783749999999999
18 - 59 	 T:  0.8770731707317073
18 - 60 	 T:  0.8775000000000001
18 - 61 	 T:  0.8786046511627907
18 - 62 	 T:  0.8782954545454547
18 - 63 	 T:  0.8772222222222222
18 - 64 	 T:  0.8781521739130436
18 - 65 	 T:  0.8773404255319149
18 - 66 	 T:  0.8782291666666667
18 - 67 	 T:  0.8776530612244898
18 - 68 	 T:  0.8779
18 - 69 	 T:  0.8781372549019608
18 - 70 	 T:  0.8781730769230769
18 - 71 	 T:  0.8765094339622641
18 - 72 	 T:  0.8779629629629631
18 - 73 	 T:  0.8781818181818183
18 - 74 	 T:  0.8765178571428572
18 - 75 	 T:  0.8765789473684211
18 - 76 	 T:  0.8781034482758622
18 - 77 	 T:  0.8778813559322034
18 - 78 	 T:  0.8770000000000001
18 - 79 	 T:  0.8769672131147541
18 - 80 	 T:  0.8780645161290322
18 - 81 	 T:  0.8780952380952383
18 - 82 	 T:  0.8780468750000001
18 - 83 	 T:  0.8780000000000001
18 - 84 	 T:  0.8781060606060606
18 - 85 	 T:  0.8779850746268657
18 - 86 	 T:  0.8777941176470588
18 - 87 	 T:  0.8780434782608697
18 - 88 	 T:  0.8779285714285714
18 - 89 	 T:  0.8779577464788734
18 - 90 	 T:  0.8778472222222222
18 - 91 	 T:  0.878013698630137
18 - 92 	 T:  0.8779729729729729
18 - 93 	 T:  0.8779333333333333
18 - 94 	 T:  0.8778289473684211
18 - 95 	 T:  0.8777922077922078
18 - 96 	 T:  0.8781410256410257
18 - 97 	 T:  0.8774050632911392
18 - 98 	 T:  0.8778750000000001
18 - 99 	 T:  0.8778395061728396
18 - 100 	 T:  0.8778048780487805
18 - 101 	 T:  0.8777710843373494
18 - 102 	 T:  0.877797619047619
18 - 103 	 T:  0.8778235294117647
18 - 104 	 T:  0.8776162790697674
18 - 105 	 T:  0.8776436781609196
18 - 106 	 T:  0.8778409090909091
18 - 107 	 T:  0.8777528089887641
18 - 108 	 T:  0.8778333333333332
18 - 109 	 T:  0.8778021978021977
18 - 110 	 T:  0.8778260869565218
18 - 111 	 T:  0.8775806451612903
18 - 112 	 T:  0.8776595744680851
18 - 113 	 T:  0.8777368421052633
18 - 114 	 T:  0.8778645833333334
19 - 20 	 T:  0.875
19 - 21 	 T:  0.8774999999999995
19 - 22 	 T:  0.875
19 - 23 	 T:  0.8787500000000001
19 - 24 	 T:  0.8780000000000001
19 - 25 	 T:  0.8791666666666664
19 - 26 	 T:  0.8785714285714283
19 - 27 	 T:  0.8781249999999998
19 - 28 	 T:  0.8783333333333334
19 - 29 	 T:  0.8774999999999998
19 - 30 	 T:  0.8786363636363635
19 - 31 	 T:  0.8783333333333333
19 - 32 	 T:  0.8784615384615383
19 - 33 	 T:  0.8782142857142856
19 - 34 	 T:  0.8783333333333334
19 - 35 	 T:  0.8778124999999999
19 - 36 	 T:  0.878235294117647
19 - 37 	 T:  0.8786111111111112
19 - 38 	 T:  0.878157894736842
19 - 39 	 T:  0.8782500000000001
19 - 40 	 T:  0.8783333333333332
19 - 41 	 T:  0.8784090909090909
19 - 42 	 T:  0.8782608695652173
19 - 43 	 T:  0.8797916666666666
19 - 44 	 T:  0.8783999999999998
19 - 45 	 T:  0.8778846153846154
19 - 46 	 T:  0.878148148148148
19 - 47 	 T:  0.87625
19 - 48 	 T:  0.8779310344827586
19 - 49 	 T:  0.8781666666666668
19 - 50 	 T:  0.8780645161290324
19 - 51 	 T:  0.87703125
19 - 52 	 T:  0.8787878787878787
19 - 53 	 T:  0.8782352941176471
19 - 54 	 T:  0.8782857142857142
19 - 55 	 T:  0.877361111111111
19 - 56 	 T:  0.8782432432432433
19 - 57 	 T:  0.8780263157894735
19 - 58 	 T:  0.8782051282051282
19 - 59 	 T:  0.8768750000000001
19 - 60 	 T:  0.8773170731707317
19 - 61 	 T:  0.8784523809523809
19 - 62 	 T:  0.8781395348837211
19 - 63 	 T:  0.8770454545454546
19 - 64 	 T:  0.8780000000000001
19 - 65 	 T:  0.8771739130434781
19 - 66 	 T:  0.8780851063829787
19 - 67 	 T:  0.8775000000000001
19 - 68 	 T:  0.8777551020408164
19 - 69 	 T:  0.8780000000000001
19 - 70 	 T:  0.8780392156862745
19 - 71 	 T:  0.8763461538461537
19 - 72 	 T:  0.8778301886792453
19 - 73 	 T:  0.8780555555555557
19 - 74 	 T:  0.8763636363636365
19 - 75 	 T:  0.8764285714285714
19 - 76 	 T:  0.8779824561403509
19 - 77 	 T:  0.8777586206896552
19 - 78 	 T:  0.876864406779661
19 - 79 	 T:  0.8768333333333334
19 - 80 	 T:  0.8779508196721311
19 - 81 	 T:  0.877983870967742
19 - 82 	 T:  0.877936507936508
19 - 83 	 T:  0.877890625
19 - 84 	 T:  0.8779999999999999
19 - 85 	 T:  0.8778787878787878
19 - 86 	 T:  0.877686567164179
19 - 87 	 T:  0.8779411764705882
19 - 88 	 T:  0.8778260869565216
19 - 89 	 T:  0.8778571428571429
19 - 90 	 T:  0.8777464788732393
19 - 91 	 T:  0.8779166666666666
19 - 92 	 T:  0.8778767123287671
19 - 93 	 T:  0.8778378378378378
19 - 94 	 T:  0.8777333333333334
19 - 95 	 T:  0.8776973684210526
19 - 96 	 T:  0.8780519480519481
19 - 97 	 T:  0.8773076923076922
19 - 98 	 T:  0.8777848101265823
19 - 99 	 T:  0.87775
19 - 100 	 T:  0.8777160493827161
19 - 101 	 T:  0.8776829268292683
19 - 102 	 T:  0.8777108433734939
19 - 103 	 T:  0.8777380952380951
19 - 104 	 T:  0.8775294117647058
19 - 105 	 T:  0.8775581395348837
19 - 106 	 T:  0.8777586206896552
19 - 107 	 T:  0.8776704545454546
19 - 108 	 T:  0.877752808988764
19 - 109 	 T:  0.8777222222222221
19 - 110 	 T:  0.8777472527472527
19 - 111 	 T:  0.8774999999999998
19 - 112 	 T:  0.8775806451612903
19 - 113 	 T:  0.8776595744680851
19 - 114 	 T:  0.8777894736842106
20 - 21 	 T:  0.879999999999999
20 - 22 	 T:  0.875
20 - 23 	 T:  0.8800000000000002
20 - 24 	 T:  0.8787500000000001
20 - 25 	 T:  0.8799999999999997
20 - 26 	 T:  0.8791666666666664
20 - 27 	 T:  0.8785714285714283
20 - 28 	 T:  0.8787500000000001
20 - 29 	 T:  0.8777777777777777
20 - 30 	 T:  0.8789999999999999
20 - 31 	 T:  0.8786363636363635
20 - 32 	 T:  0.8787499999999998
20 - 33 	 T:  0.8784615384615383
20 - 34 	 T:  0.8785714285714287
20 - 35 	 T:  0.8779999999999999
20 - 36 	 T:  0.8784375
20 - 37 	 T:  0.8788235294117648
20 - 38 	 T:  0.8783333333333333
20 - 39 	 T:  0.878421052631579
20 - 40 	 T:  0.8784999999999998
20 - 41 	 T:  0.8785714285714286
20 - 42 	 T:  0.8784090909090909
20 - 43 	 T:  0.8799999999999999
20 - 44 	 T:  0.8785416666666666
20 - 45 	 T:  0.878
20 - 46 	 T:  0.8782692307692307
20 - 47 	 T:  0.8762962962962964
20 - 48 	 T:  0.8780357142857141
20 - 49 	 T:  0.8782758620689656
20 - 50 	 T:  0.8781666666666668
20 - 51 	 T:  0.8770967741935485
20 - 52 	 T:  0.8789062499999999
20 - 53 	 T:  0.8783333333333334
20 - 54 	 T:  0.8783823529411764
20 - 55 	 T:  0.8774285714285713
20 - 56 	 T:  0.8783333333333334
20 - 57 	 T:  0.878108108108108
20 - 58 	 T:  0.8782894736842105
20 - 59 	 T:  0.876923076923077
20 - 60 	 T:  0.877375
20 - 61 	 T:  0.8785365853658536
20 - 62 	 T:  0.8782142857142858
20 - 63 	 T:  0.8770930232558141
20 - 64 	 T:  0.8780681818181819
20 - 65 	 T:  0.8772222222222221
20 - 66 	 T:  0.8781521739130433
20 - 67 	 T:  0.8775531914893618
20 - 68 	 T:  0.8778125000000001
20 - 69 	 T:  0.8780612244897961
20 - 70 	 T:  0.8781
20 - 71 	 T:  0.8763725490196077
20 - 72 	 T:  0.8778846153846155
20 - 73 	 T:  0.8781132075471699
20 - 74 	 T:  0.876388888888889
20 - 75 	 T:  0.8764545454545454
20 - 76 	 T:  0.8780357142857144
20 - 77 	 T:  0.8778070175438596
20 - 78 	 T:  0.8768965517241379
20 - 79 	 T:  0.876864406779661
20 - 80 	 T:  0.8779999999999999
20 - 81 	 T:  0.8780327868852459
20 - 82 	 T:  0.877983870967742
20 - 83 	 T:  0.877936507936508
20 - 84 	 T:  0.8780468749999999
20 - 85 	 T:  0.8779230769230769
20 - 86 	 T:  0.8777272727272726
20 - 87 	 T:  0.8779850746268657
20 - 88 	 T:  0.8778676470588235
20 - 89 	 T:  0.8778985507246377
20 - 90 	 T:  0.8777857142857142
20 - 91 	 T:  0.8779577464788731
20 - 92 	 T:  0.8779166666666666
20 - 93 	 T:  0.8778767123287671
20 - 94 	 T:  0.8777702702702702
20 - 95 	 T:  0.8777333333333334
20 - 96 	 T:  0.8780921052631578
20 - 97 	 T:  0.8773376623376622
20 - 98 	 T:  0.8778205128205128
20 - 99 	 T:  0.8777848101265823
20 - 100 	 T:  0.87775
20 - 101 	 T:  0.8777160493827161
20 - 102 	 T:  0.8777439024390243
20 - 103 	 T:  0.8777710843373493
20 - 104 	 T:  0.8775595238095237
20 - 105 	 T:  0.8775882352941177
20 - 106 	 T:  0.8777906976744185
20 - 107 	 T:  0.8777011494252873
20 - 108 	 T:  0.8777840909090908
20 - 109 	 T:  0.877752808988764
20 - 110 	 T:  0.8777777777777778
20 - 111 	 T:  0.8775274725274724
20 - 112 	 T:  0.8776086956521738
20 - 113 	 T:  0.8776881720430108
20 - 114 	 T:  0.8778191489361702
21 - 22 	 T:  0.870000000000001
21 - 23 	 T:  0.8800000000000008
21 - 24 	 T:  0.8783333333333339
21 - 25 	 T:  0.8799999999999999
21 - 26 	 T:  0.8789999999999999
21 - 27 	 T:  0.8783333333333333
21 - 28 	 T:  0.8785714285714289
21 - 29 	 T:  0.8775
21 - 30 	 T:  0.8788888888888889
21 - 31 	 T:  0.8785000000000001
21 - 32 	 T:  0.8786363636363635
21 - 33 	 T:  0.8783333333333333
21 - 34 	 T:  0.8784615384615386
21 - 35 	 T:  0.8778571428571428
21 - 36 	 T:  0.8783333333333334
21 - 37 	 T:  0.8787500000000001
21 - 38 	 T:  0.878235294117647
21 - 39 	 T:  0.8783333333333334
21 - 40 	 T:  0.8784210526315789
21 - 41 	 T:  0.8785000000000001
21 - 42 	 T:  0.8783333333333333
21 - 43 	 T:  0.88
21 - 44 	 T:  0.8784782608695652
21 - 45 	 T:  0.8779166666666667
21 - 46 	 T:  0.8782
21 - 47 	 T:  0.8761538461538462
21 - 48 	 T:  0.877962962962963
21 - 49 	 T:  0.8782142857142858
21 - 50 	 T:  0.8781034482758622
21 - 51 	 T:  0.8770000000000001
21 - 52 	 T:  0.8788709677419354
21 - 53 	 T:  0.8782812500000001
21 - 54 	 T:  0.8783333333333333
21 - 55 	 T:  0.8773529411764706
21 - 56 	 T:  0.8782857142857143
21 - 57 	 T:  0.8780555555555556
21 - 58 	 T:  0.8782432432432432
21 - 59 	 T:  0.8768421052631579
21 - 60 	 T:  0.8773076923076923
21 - 61 	 T:  0.8785000000000001
21 - 62 	 T:  0.8781707317073172
21 - 63 	 T:  0.8770238095238095
21 - 64 	 T:  0.8780232558139536
21 - 65 	 T:  0.8771590909090908
21 - 66 	 T:  0.8781111111111112
21 - 67 	 T:  0.8775000000000001
21 - 68 	 T:  0.8777659574468085
21 - 69 	 T:  0.8780208333333334
21 - 70 	 T:  0.8780612244897958
21 - 71 	 T:  0.8763
21 - 72 	 T:  0.877843137254902
21 - 73 	 T:  0.8780769230769232
21 - 74 	 T:  0.8763207547169812
21 - 75 	 T:  0.876388888888889
21 - 76 	 T:  0.8780000000000001
21 - 77 	 T:  0.8777678571428572
21 - 78 	 T:  0.876842105263158
21 - 79 	 T:  0.8768103448275862
21 - 80 	 T:  0.8779661016949152
21 - 81 	 T:  0.8780000000000001
21 - 82 	 T:  0.8779508196721313
21 - 83 	 T:  0.8779032258064517
21 - 84 	 T:  0.878015873015873
21 - 85 	 T:  0.877890625
21 - 86 	 T:  0.8776923076923077
21 - 87 	 T:  0.8779545454545455
21 - 88 	 T:  0.8778358208955224
21 - 89 	 T:  0.8778676470588236
21 - 90 	 T:  0.8777536231884058
21 - 91 	 T:  0.8779285714285714
21 - 92 	 T:  0.877887323943662
21 - 93 	 T:  0.8778472222222222
21 - 94 	 T:  0.8777397260273972
21 - 95 	 T:  0.8777027027027028
21 - 96 	 T:  0.8780666666666668
21 - 97 	 T:  0.8773026315789473
21 - 98 	 T:  0.8777922077922078
21 - 99 	 T:  0.8777564102564103
21 - 100 	 T:  0.8777215189873419
21 - 101 	 T:  0.8776875000000001
21 - 102 	 T:  0.8777160493827161
21 - 103 	 T:  0.8777439024390243
21 - 104 	 T:  0.8775301204819277
21 - 105 	 T:  0.8775595238095238
21 - 106 	 T:  0.8777647058823529
21 - 107 	 T:  0.8776744186046512
21 - 108 	 T:  0.8777586206896552
21 - 109 	 T:  0.8777272727272727
21 - 110 	 T:  0.8777528089887641
21 - 111 	 T:  0.8775
21 - 112 	 T:  0.8775824175824176
21 - 113 	 T:  0.877663043478261
21 - 114 	 T:  0.8777956989247312
22 - 23 	 T:  0.8900000000000006
22 - 24 	 T:  0.8825000000000003
22 - 25 	 T:  0.8833333333333329
22 - 26 	 T:  0.8812499999999996
22 - 27 	 T:  0.8799999999999997
22 - 28 	 T:  0.8800000000000002
22 - 29 	 T:  0.8785714285714283
22 - 30 	 T:  0.8799999999999999
22 - 31 	 T:  0.8794444444444444
22 - 32 	 T:  0.8794999999999998
22 - 33 	 T:  0.8790909090909089
22 - 34 	 T:  0.8791666666666668
22 - 35 	 T:  0.8784615384615383
22 - 36 	 T:  0.8789285714285714
22 - 37 	 T:  0.8793333333333334
22 - 38 	 T:  0.8787499999999999
22 - 39 	 T:  0.8788235294117648
22 - 40 	 T:  0.8788888888888887
22 - 41 	 T:  0.8789473684210526
22 - 42 	 T:  0.8787499999999999
22 - 43 	 T:  0.8804761904761904
22 - 44 	 T:  0.8788636363636363
22 - 45 	 T:  0.8782608695652173
22 - 46 	 T:  0.8785416666666666
22 - 47 	 T:  0.8764
22 - 48 	 T:  0.8782692307692307
22 - 49 	 T:  0.8785185185185186
22 - 50 	 T:  0.8783928571428572
22 - 51 	 T:  0.8772413793103448
22 - 52 	 T:  0.8791666666666665
22 - 53 	 T:  0.8785483870967743
22 - 54 	 T:  0.87859375
22 - 55 	 T:  0.8775757575757575
22 - 56 	 T:  0.8785294117647059
22 - 57 	 T:  0.8782857142857142
22 - 58 	 T:  0.8784722222222221
22 - 59 	 T:  0.8770270270270271
22 - 60 	 T:  0.8775
22 - 61 	 T:  0.8787179487179486
22 - 62 	 T:  0.8783750000000001
22 - 63 	 T:  0.8771951219512196
22 - 64 	 T:  0.8782142857142858
22 - 65 	 T:  0.8773255813953487
22 - 66 	 T:  0.8782954545454544
22 - 67 	 T:  0.8776666666666668
22 - 68 	 T:  0.8779347826086957
22 - 69 	 T:  0.8781914893617022
22 - 70 	 T:  0.8782291666666667
22 - 71 	 T:  0.8764285714285713
22 - 72 	 T:  0.8780000000000001
22 - 73 	 T:  0.8782352941176472
22 - 74 	 T:  0.8764423076923078
22 - 75 	 T:  0.8765094339622641
22 - 76 	 T:  0.8781481481481482
22 - 77 	 T:  0.8779090909090909
22 - 78 	 T:  0.8769642857142858
22 - 79 	 T:  0.8769298245614034
22 - 80 	 T:  0.878103448275862
22 - 81 	 T:  0.8781355932203391
22 - 82 	 T:  0.8780833333333333
22 - 83 	 T:  0.8780327868852459
22 - 84 	 T:  0.8781451612903225
22 - 85 	 T:  0.878015873015873
22 - 86 	 T:  0.8778124999999999
22 - 87 	 T:  0.8780769230769231
22 - 88 	 T:  0.8779545454545453
22 - 89 	 T:  0.8779850746268657
22 - 90 	 T:  0.8778676470588235
22 - 91 	 T:  0.8780434782608695
22 - 92 	 T:  0.8779999999999999
22 - 93 	 T:  0.8779577464788731
22 - 94 	 T:  0.8778472222222222
22 - 95 	 T:  0.8778082191780822
22 - 96 	 T:  0.8781756756756757
22 - 97 	 T:  0.8773999999999998
22 - 98 	 T:  0.8778947368421053
22 - 99 	 T:  0.8778571428571429
22 - 100 	 T:  0.8778205128205128
22 - 101 	 T:  0.8777848101265823
22 - 102 	 T:  0.8778124999999999
22 - 103 	 T:  0.8778395061728393
22 - 104 	 T:  0.877621951219512
22 - 105 	 T:  0.8776506024096385
22 - 106 	 T:  0.8778571428571428
22 - 107 	 T:  0.8777647058823529
22 - 108 	 T:  0.8778488372093022
22 - 109 	 T:  0.8778160919540229
22 - 110 	 T:  0.8778409090909091
22 - 111 	 T:  0.8775842696629212
22 - 112 	 T:  0.8776666666666666
22 - 113 	 T:  0.8777472527472527
22 - 114 	 T:  0.8778804347826087
23 - 24 	 T:  0.875
23 - 25 	 T:  0.879999999999999
23 - 26 	 T:  0.8783333333333326
23 - 27 	 T:  0.8774999999999995
23 - 28 	 T:  0.8780000000000001
23 - 29 	 T:  0.8766666666666664
23 - 30 	 T:  0.8785714285714283
23 - 31 	 T:  0.8781249999999998
23 - 32 	 T:  0.8783333333333331
23 - 33 	 T:  0.8779999999999998
23 - 34 	 T:  0.8781818181818182
23 - 35 	 T:  0.8774999999999998
23 - 36 	 T:  0.878076923076923
23 - 37 	 T:  0.8785714285714287
23 - 38 	 T:  0.8779999999999999
23 - 39 	 T:  0.878125
23 - 40 	 T:  0.8782352941176468
23 - 41 	 T:  0.8783333333333333
23 - 42 	 T:  0.878157894736842
23 - 43 	 T:  0.8799999999999999
23 - 44 	 T:  0.8783333333333332
23 - 45 	 T:  0.8777272727272727
23 - 46 	 T:  0.8780434782608694
23 - 47 	 T:  0.8758333333333334
23 - 48 	 T:  0.8777999999999999
23 - 49 	 T:  0.8780769230769232
23 - 50 	 T:  0.8779629629629631
23 - 51 	 T:  0.8767857142857143
23 - 52 	 T:  0.8787931034482758
23 - 53 	 T:  0.8781666666666668
23 - 54 	 T:  0.8782258064516129
23 - 55 	 T:  0.8771874999999999
23 - 56 	 T:  0.8781818181818182
23 - 57 	 T:  0.8779411764705882
23 - 58 	 T:  0.878142857142857
23 - 59 	 T:  0.8766666666666666
23 - 60 	 T:  0.8771621621621621
23 - 61 	 T:  0.8784210526315789
23 - 62 	 T:  0.8780769230769232
23 - 63 	 T:  0.8768750000000001
23 - 64 	 T:  0.8779268292682928
23 - 65 	 T:  0.8770238095238094
23 - 66 	 T:  0.8780232558139534
23 - 67 	 T:  0.8773863636363637
23 - 68 	 T:  0.8776666666666668
23 - 69 	 T:  0.8779347826086957
23 - 70 	 T:  0.8779787234042553
23 - 71 	 T:  0.8761458333333332
23 - 72 	 T:  0.8777551020408164
23 - 73 	 T:  0.8780000000000001
23 - 74 	 T:  0.8761764705882353
23 - 75 	 T:  0.87625
23 - 76 	 T:  0.8779245283018868
23 - 77 	 T:  0.8776851851851851
23 - 78 	 T:  0.8767272727272727
